"SVSPP","COMNAME","ITISSPP","NESPP3","SCINAME","Fed.Managed","SOE.17","EMAX","RPATH","SOE.18","SizeCat","Min.size","Garrison.Link","NEIEA","SOE.20","SOE.24","FMP"
311,"CANCER CRAB UNCL",98670,714,"CANCRIDAE",NA,"Macrozoo-piscivore",NA,"Megabenthos","Benthivore",NA,NA,NA,"BenthicInvert","Benthivore","Benthivore",NA
312,"JONAH CRAB",98678,711,"CANCER BOREALIS",NA,"Benthivore",NA,"Megabenthos","Benthivore",NA,NA,NA,"BenthicInvert","Benthivore","Benthivore",NA
313,"ATLANTIC ROCK CRAB",98679,712,"CANCER IRRORATUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Benthivore",NA
314,"BLUE CRAB",98696,700,"CALLINECTES SAPIDUS",NA,"Benthivore",NA,"Megabenthos","Benthivore",NA,NA,NA,"BenthicInvert","Benthivore","Benthivore",NA
315,"CALICO CRAB UNCL",98710,NA,"OVALIPES ",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
316,"BROWN ROCK SHRIMP",96028,NA,"SICYONIA BREVIROSTRIS",NA,"Other",NA,"OtherShrimps","Other",NA,NA,NA,NA,"Other","Planktivore",NA
317,"SPIDER CRAB UNCL",98417,715,"MAJIDAE",NA,"Benthivore",NA,"Macrobenthos","Benthivore",NA,NA,NA,"BenthicInvert","Benthivore","Benthivore",NA
318,"HORSESHOE CRAB",82703,724,"LIMULUS POLYPHEMUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Benthivore",NA
319,"GALATHEID UNCL",97964,NA,"GALATHEIDAE",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
320,"SWIMMING CRAB UNCL",98689,NA,"PORTUNIDAE",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
321,"COARSEHAND LADY CRAB",98715,NA,"OVALIPES STEPHENSONI",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Benthivore",NA
322,"LADY CRAB",98714,701,"OVALIPES OCELLATUS",NA,"Benthivore",NA,"Megabenthos","Benthivore",NA,NA,NA,"BenthicInvert","Benthivore","Benthivore",NA
323,"MANTIS SHRIMP UNCL",99140,737,"STOMATOPODA",NA,"Other",NA,"OtherShrimp","Other",NA,NA,NA,NA,"Other","Other",NA
324,"NORTHERN STONE CRAB",97943,713,"LITHODES MAJA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Benthivore",NA
325,"SNOW CRAB",98428,718,"CHIONOECETES OPILIO",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Benthivore",NA
326,"GREEN CRAB",98734,708,"CARCINUS MAENAS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
327,"CALICO BOX CRAB",98348,NA,"HEPATUS EPHELITICUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
328,"FLAME BOX CRAB",98342,NA,"CALAPPA FLAMMEA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
329,"YELLOW BOX CRAB",98343,NA,"CALAPPA SULCATA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
330,"SAND DOLLAR UNCL",157984,NA,"CLYPEASTEROIDA",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
331,"SEA URCHIN AND SAND DOLLAR UNCL",157821,NA,"ECHINOIDEA",NA,"Benthos",NA,"Macrobenthos","Benthos",NA,NA,NA,NA,"Benthos","Benthos",NA
332,"SEA STAR - BRITTLE STAR - AND BASKETS",156858,NA,"STELLEROIDEA",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
333,"BOREAL ASTERIAS",157219,NA,"ASTERIAS VULGARIS",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
334,NA,156901,NA,"ASTROPECTEN ",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
335,"HERMIT CRAB UNCL",206947,NA,"PAGUROIDEA",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
336,"CHANNELED WHELK",74096,776,"BUSYCOTYPUS CANALICULATUS",NA,"Benthos",NA,"Macrobenthos","Benthos",NA,NA,NA,"BenthicInvert","Benthos","Benthos",NA
337,"KNOBBED WHELK",74071,777,"BUSYCON CARICA",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
338,"MOON SNAIL SHARK EYE AND BABY-EAR",72878,780,"NATICIDAE",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
339,"BOX CRAB UNCL",98340,NA,"CALAPPIDAE",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
340,"ICELAND SCALLOP",79619,795,"CHLAMYS ISLANDICA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
341,"ICELAND SCALLOP CLAPPER",NA,NA,"CHLAMYS ISLANDICA CLAPPER",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
342,"NORTHERN HORSEMUSSEL",79501,NA,"MODIOLUS MODIOLUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
343,"BLUE MUSSEL",79454,781,"MYTILUS EDULIS",NA,"Benthos",NA,"Megabenthos","Benthos",NA,NA,NA,"BenthicInvert","Benthos","Benthos",NA
344,"WAVED WHELK",73795,779,"BUCCINUM UNDATUM",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
345,"TEN-RIDGED WHELK",74008,NA,"NEPTUNEA DECEMCOSTATA",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
346,"STIMPSON'S WHELK",73922,NA,"COLUS STIMPSONI",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
347,NA,74103,NA,"NASSARIUS ",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
348,"NORTHERN MOONSNAIL",72985,NA,"EUSPIRA HEROS",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
349,"SHARK EYE",72961,NA,"NEVERITA DUPLICATA",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,NA,"Other","Other",NA
350,"NURSE SHARK",159977,348,"GINGLYMOSTOMA CIRRATUM",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
351,"WHITE SHARK",159903,480,"CARCHARODON CARCHARIAS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
352,"SHORTFIN MAKO",159924,355,"ISURUS OXYRINCHUS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
353,"PORBEAGLE SHARK",159911,481,"LAMNA NASUS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
354,"BLACKNOSE SHARK",160304,503,"CARCHARHINUS ACRONOTUS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
355,"SILKY SHARK",160310,485,"CARCHARHINUS FALCIFORMIS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
356,"BULL SHARK",160275,489,"CARCHARHINUS LEUCAS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
357,"BLACKTIP SHARK",160318,487,"CARCHARHINUS LIMBATUS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
358,"TIGER SHARK",160189,491,"GALEOCERDO CUVIER",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
359,"LEMON SHARK",160433,492,"NEGAPRION BREVIROSTRIS",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
360,"ATLANTIC SHARPNOSE SHARK",160200,494,"RHIZOPRIONODON TERRAENOVAE",NA,"Other",NA,"Sharks","Other","L",61,"Piscivores",NA,"Other","Piscivore",NA
361,"REQUIEM SHARK UNCL",160178,502,"CARCHARHINIDAE",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
362,"SCALLOPED HAMMERHEAD SHARK",160508,478,"SPHYRNA LEWINI",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
363,"GREAT HAMMERHEAD SHARK",160515,386,"SPHYRNA MOKARRAN",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
364,"BONNETHEAD SHARK",160502,476,"SPHYRNA TIBURO",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
365,"SMALLEYE HAMMERHEAD SHARK",160519,NA,"SPHYRNA TUDES",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
366,"SMOOTH HAMMERHEAD SHARK",160505,479,"SPHYRNA ZYGAENA",NA,"Other",NA,"Sharks","Other",NA,NA,NA,NA,"Other","Other",NA
367,"LESSER ELECTRIC RAY",160844,NA,"NARCINE BRASILIENSIS",NA,"Other","Southern Elasmobranchs","Rays","Other",NA,NA,NA,NA,"Other","Other",NA
368,"OCELLATE SKATE",160859,NA,"RAJA ACKLEYI",NA,"Other","Southern Elasmobranchs","OtherSkates","Other",NA,NA,NA,NA,"Other","Other",NA
370,"SPREADFIN SKATE",564146,NA,"DIPTURUS OLSENI",NA,"Other","Southern Elasmobranchs","OtherSkates","Other",NA,NA,NA,NA,"Other","Other",NA
371,"SPINYTAIL SKATE",160932,377,"BATHYRAJA SPINICAUDA",NA,"Other","Southern Elasmobranchs","OtherSkates","Other",NA,NA,NA,NA,"Other","Other",NA
372,"ROUNDEL SKATE",160875,NA,"RAJA TEXANA",NA,"Other","Southern Elasmobranchs","OtherSkates","Other",NA,NA,NA,NA,"Other","Other",NA
373,"ATLANTIC STINGRAY",160953,286,"DASYATIS SABINA",NA,"Other","Southern Elasmobranchs","Rays","Other",NA,NA,NA,NA,"Other","Other",NA
374,"PELAGIC STINGRAY",160950,NA,"DASYATIS VIOLACEA",NA,"Other","Southern Elasmobranchs","Rays","Other",NA,NA,NA,NA,"Other","Other",NA
375,"SPINY BUTTERFLY RAY",160961,NA,"GYMNURA ALTAVELA",NA,"Other","Southern Elasmobranchs","Rays","Other",NA,NA,NA,NA,"Other","Benthivore",NA
376,"SMOOTH BUTTERFLY RAY",160962,NA,"GYMNURA MICRURA",NA,"Other","Southern Elasmobranchs","Rays","Other",NA,NA,NA,NA,"Other","Benthivore",NA
377,"YELLOW STINGRAY",160965,NA,"UROLOPHUS JAMAICENSIS",NA,"Other","Southern Elasmobranchs","Rays","Other",NA,NA,NA,NA,"Other","Other",NA
378,"SOUTHERN EAGLE RAY",160982,NA,"MYLIOBATIS GOODEI",NA,"Other","Southern Elasmobranchs","Rays","Other",NA,NA,NA,NA,"Other","Other",NA
379,"SHORTNOSE STURGEON",161069,422,"ACIPENSER BREVIROSTRUM",NA,"Other",NA,"Sturgeon","Other",NA,NA,NA,NA,"Other","Other",NA
380,"ATLANTIC STURGEON",573257,NA,"ACIPENSER OXYRHYNCHUS",NA,"Other",NA,"Sturgeon","Other",NA,NA,NA,NA,"Other","Other",NA
381,"LADYFISH",161111,268,"ELOPS SAURUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
382,"TARPON",161116,435,"MEGALOPS ATLANTICUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
383,"BONEFISH",161121,NA,"ALBULA VULPES",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
384,"AMERICAN EEL",161127,115,"ANGUILLA ROSTRATA",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
385,"PYGMY MORAY",161169,NA,"ANARCHIAS SIMILIS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
386,"SPOTTED MORAY",161188,NA,"GYMNOTHORAX MORINGA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
387,"BLACKEDGE MORAY",161189,NA,"GYMNOTHORAX NIGROMARGINATUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
388,"MORAY UNCL",161160,117,"MURAENIDAE",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
389,"BANDTOOTH CONGER",161344,NA,"ARIOSOMA BALEARICUM",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
390,"CONGER EEL UNCL",161324,NA,"CONGRIDAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
391,"SHORTTAIL SNAKE EEL",161435,NA,"CALLECHELYS GUINIENSIS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
392,"SAILFIN EEL",161441,NA,"LETHARCHUS VELIFER",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
393,"SPECKLED WORM EEL",161453,NA,"MYROPHIS PUNCTATUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
394,"SPOTTED SPOON-NOSE EEL",161551,NA,"ECHIOPHIS INTERTINCTUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
395,"SHRIMP EEL",161462,NA,"OPHICHTHUS GOMESI",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
396,"PALESPOTTED EEL",161481,NA,"OPHICHTHUS PUNCTICEPS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
397,"ACADEMY EEL",161534,NA,"APTERICHTUS ANSP",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
398,"FINLESS EEL",161536,NA,"APTERICHTUS KENDALLI",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
399,"SPOON-NOSE EEL UNCL",161550,NA,"ECHIOPHIS ",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
400,"SEA SCALLOP CLAPPER",NA,NA,"PLACOPECTEN MAGELLANICUS CLAPPER",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
401,"SEA SCALLOP",79718,800,"PLACOPECTEN MAGELLANICUS","NEFMC","Benthos",NA,"AtlScallop","Benthos",NA,NA,NA,"BenthicInvert","Benthos","Benthos","Sea scallop"
402,"BAY SCALLOP",79737,799,"ARGOPECTEN IRRADIANS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
403,"ATLANTIC SURFCLAM",80944,769,"SPISULA SOLIDISSIMA","MAFMC","Benthos",NA,"Clams","Benthos",NA,NA,NA,"BenthicInvert","Benthos","Benthos","Surfclam Ocean Quahog"
404,"ATLANTIC CALICO SCALLOP",79734,797,"ARGOPECTEN GIBBUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
405,"DUCK-BILL SHELL UNCL",81962,NA,"THRACIA ",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
406,"ATLANTIC SURFCLAM CLAPPER",NA,NA,"SPISULA SOLIDISSIMA CLAPPER",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
407,"ARCTIC SURFCLAM",80983,765,"MACTROMERIS POLYNYMA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
408,"ARCTIC SURFCLAM CLAPPER",NA,NA,"MACTROMERIS POLYNYMA CLAPPER",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
409,"OCEAN QUAHOG",81343,754,"ARCTICA ISLANDICA","MAFMC","Benthos",NA,"Clams","Benthos",NA,NA,NA,"BenthicInvert","Benthos","Benthos","Surfclam Ocean Quahog"
410,"OCEAN QUAHOG CLAPPER",NA,NA,"ARCTICA ISLANDICA CLAPPER",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
411,"SOUTHERN QUAHOG",81499,NA,"MERCENARIA CAMPECHIENSIS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
412,"SOUTHERN QUAHOG CLAPPER",NA,NA,"MERCENARIA CAMPECHIENSIS CLAPPER",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
413,"NORTHERN QUAHOG",81496,748,"MERCENARIA MERCENARIA",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
413,"NORTHERN QUAHOG",81496,751,"MERCENARIA MERCENARIA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
414,"NORTHERN QUAHOG CLAPPER",NA,NA,"MERCENARIA MERCENARIA CLAPPER",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
415,"FALSE QUAHOG",81501,764,"PITAR MORRHUANUS",NA,"Other",NA,"Macrobenthos","Other",NA,NA,NA,"BenthicInvert","Other","Other",NA
416,"RAZOR AND JACKKNIFE CLAM UNCL",81006,NA,"SOLENIDAE",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
417,"NORTHERN PROPELLER CLAM",81763,NA,"CYRTODARIA SILIQUA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
418,"GREENLAND COCKLE",80879,NA,"SERRIPES GROENLANDICUS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
419,"NORTHERN CYCLOCARDIA",80744,NA,"CYCLOCARDIA BOREALIS",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
420,"SMOOTH ASTARTE",80801,NA,"ASTARTE CASTANEA",NA,"Other",NA,"Megabenthos","Other",NA,NA,NA,NA,"Other","Other",NA
421,"PIPEFISH SEAHORSE UNCL",166443,NA,"SYNGNATHIDAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
422,"BOARFISH UNCL",166309,NA,"CAPROIDAE",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
423,"SILVERSIDE UNCL",165984,363,"ATHERINIDAE",NA,"Other",NA,"SmPelagics","Other",NA,NA,NA,"Forage Fish","Other","Other",NA
425,"SNAKE EEL UNCL",161419,NA,"OPHICHTHIDAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
426,"GIZZARD SHAD",161737,134,"DOROSOMA CEPEDIANUM",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
427,"DWARF HERRING",161759,NA,"JENKINSIA LAMPROTAENIA",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
428,"ATLANTIC THREAD HERRING",161748,174,"OPISTHONEMA OGLINUM",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,"Forage Fish","Other","Planktivore",NA
429,"SPANISH SARDINE",161763,172,"SARDINELLA AURITA",NA,"Other",NA,"SmPelagics","Other",NA,NA,NA,"Forage Fish","Other","Planktivore",NA
430,"FLAT ANCHOVY",161857,NA,"ANCHOVIELLA PERFASCIATA",NA,"Other",NA,"SmPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
431,"RAINBOW TROUT",161989,415,"ONCORHYNCHUS MYKISS",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
432,"BROWN TROUT",161997,NA,"SALMO TRUTTA",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
433,"LARGESCALE LIZARDFISH",162408,NA,"SAURIDA BRASILIENSIS",NA,"Other","Benthivore Others","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
434,"SHORTJAW LIZARDFISH",162411,NA,"SAURIDA NORMANI",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
435,"INSHORE LIZARDFISH",162376,NA,"SYNODUS FOETENS",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Piscivore",NA
436,"SAND DIVER",162377,NA,"SYNODUS INTERMEDIUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
437,"OFFSHORE LIZARDFISH",162379,NA,"SYNODUS POEYI",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
438,"RED LIZARDFISH",162382,NA,"SYNODUS SYNODUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
439,"SNAKEFISH",162420,NA,"TRACHINOCEPHALUS MYOPS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
440,"LONGNOSE LANCETFISH",162527,NA,"ALEPISAURUS FEROX",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
441,"HARDHEAD CATFISH",164165,NA,"ARIUS FELIS",NA,"Other",NA,"Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
442,"GAFFTOPSAIL CATFISH",164159,NA,"BAGRE MARINUS",NA,"Other","Benthivore Others","Freshwater","Other",NA,NA,NA,NA,"Other","Other",NA
443,"LEOPARD TOADFISH",164425,NA,"OPSANUS PARDUS",NA,"Other","Benthivore Others","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
444,"ATLANTIC MIDSHIPMAN",164421,NA,"PORICHTHYS PLECTRODON",NA,"Other","Benthivore Others","OtherDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
445,"OCELLATED FROGFISH",164524,NA,"ANTENNARIUS OCELLATUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
446,"SINGLESPOT FROGFISH",164525,NA,"ANTENNARIUS RADIOSUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
447,"STRIATED FROGFISH",164556,NA,"ANTENNARIUS STRIATUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
448,"SARGASSUMFISH",164520,NA,"HISTRIO HISTRIO",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
449,"PANCAKE BATFISH",164594,NA,"HALIEUTICHTHYS ACULEATUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
450,"SHORTNOSE BATFISH",164576,NA,"OGCOCEPHALUS NASUTUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
451,"ROUGHBACK BATFISH",164578,NA,"OGCOCEPHALUS PARVUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
452,"BATFISH UNCL",164573,NA,"OGCOCEPHALIDAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
453,"ATLANTIC TOMCOD",164720,453,"MICROGADUS TOMCOD",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
454,"CAROLINA HAKE",164736,NA,"UROPHYCIS EARLLII ",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
455,"SOUTHERN HAKE",164737,661,"UROPHYCIS FLORIDANA",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
456,"BEARDED BROTULA",164818,114,"BROTULA BARBATA",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
457,"MOTTLED CUSK-EEL",164827,NA,"LEPOPHIDIUM JEANNAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
458,"BLOTCHED CUSK-EEL",164841,NA,"OPHIDION GRAYI",NA,"Other","Benthivore Gadiformes","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
459,"BANK CUSK-EEL",164842,NA,"OPHIDION HOLBROOKI",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Benthivore",NA
460,"CRESTED CUSK-EEL",164844,NA,"OPHIDION WELSHI",NA,"Other","Benthivore Gadiformes","OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
461,"CUSK-EEL UNCL",164807,253,"OPHIDIIDAE",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
462,"PEARLFISH",165096,NA,"CARAPUS BERMUDENSIS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
463,"MARGINED FLYINGFISH",165436,NA,"CYPSELURUS CYANOPTERUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
464,"SPOTFIN FLYINGFISH",165438,NA,"CYPSELURUS FURCATUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
465,"ATLANTIC FLYINGFISH",165447,NA,"CYPSELURUS MELANURUS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
466,"FLYING HALFBEAK",165503,NA,"EULEPTORHAMPHUS VELOX",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
467,"OCEANIC TWO-WING FLYINGFISH",165507,NA,"EXOCOETUS OBTUSIROSTRIS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
468,"BALLYHOO",165460,NA,"HEMIRAMPHUS BRASILIENSIS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
469,"FOURWING FLYINGFISH",165516,NA,"HIRUNDICHTHYS AFFINIS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
470,"BLUNTNOSE FLYINGFISH",165524,NA,"PROGNICHTHYS GIBBIFRONS",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
471,"ATLANTIC NEEDLEFISH",165551,19,"STRONGYLURA MARINA",NA,"Other",NA,"OtherPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
472,"SHEEPSHEAD MINNOW",165631,NA,"CYPRINODON VARIEGATUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
473,"MUMMICHOG",165647,237,"FUNDULUS HETEROCLITUS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
474,"STRIPED KILLIFISH",165649,NA,"FUNDULUS MAJALIS",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
475,"ROUGH SILVERSIDE",165989,NA,"MEMBRAS MARTINICA",NA,"Other",NA,"SmPelagics","Other",NA,NA,NA,NA,"Other","Other",NA
476,"TIDEWATER SILVERSIDE",165993,NA,"MENIDIA BERYLLINA",NA,"Other",NA,"OtherDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
477,"SPINYCHEEK SOLDIERFISH",166251,NA,"CORNIGER SPINOSUS",NA,"Other",NA,"SouthernDemersals","Other",NA,NA,NA,NA,"Other","Other",NA
